
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)",="(46)",="(47)",="(48)",="(49)",="(50)",="(51)",="(52)",="(53)",="(54)",="(55)",="(56)",="(57)",="(58)",="(59)",="(60)",="(61)",="(62)",="(63)",="(64)",="(65)",="(66)",="(67)",="(68)",="(69)",="(70)",="(71)",="(72)",="(73)",="(74)",="(75)",="(76)",="(77)",="(78)",="(79)",="(80)",="(81)",="(82)",="(83)",="(84)",="(85)",="(86)",="(87)",="(88)",="(89)",="(90)"
="c.zMETAB15#c.neflbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.170",="0.0236",="0.0249",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.114)",="(0.102)",="(0.0471)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0735",="0.975***",="0.00968",="-0.0586",="1.021***",="-0.0233",="-0.0541",="1.040***",="-0.0145",="-0.0293",="1.017***",="0.00605",="-0.0474",="1.022***",="-0.0111",="-0.0718",="1.039***",="-0.0260",="-0.0498",="0.975***",="-0.00389",="-0.0673",="1.039***",="-0.0171",="-0.0517",="0.979***",="-0.00123",="-0.0534",="0.988***",="-0.0155",="-0.0484",="0.988***",="-0.00274",="-0.0518",="0.983***",="-0.0108",="-0.0564",="0.984***",="-0.00486",="-0.0490",="0.982***",="-0.00957",="-0.0566",="0.976***",="-0.00864"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.110)",="(0.106)",="(0.0471)",="(0.108)",="(0.109)",="(0.0470)",="(0.109)",="(0.109)",="(0.0480)",="(0.111)",="(0.108)",="(0.0481)",="(0.109)",="(0.108)",="(0.0479)",="(0.108)",="(0.110)",="(0.0467)",="(0.109)",="(0.104)",="(0.0474)",="(0.108)",="(0.111)",="(0.0465)",="(0.108)",="(0.104)",="(0.0463)",="(0.108)",="(0.105)",="(0.0462)",="(0.109)",="(0.106)",="(0.0472)",="(0.108)",="(0.105)",="(0.0462)",="(0.109)",="(0.104)",="(0.0469)",="(0.108)",="(0.104)",="(0.0464)",="(0.108)",="(0.104)",="(0.0464)"

="c.zMETAB1#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.159",="-0.0862",="-0.0124",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.105)",="(0.101)",="(0.0440)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB2#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0407",="0.209*",="-0.0467",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.103)",="(0.103)",="(0.0450)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB3#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.160",="-0.295**",="0.0354",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.107)",="(0.0954)",="(0.0414)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB4#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.0848",="0.144",="0.0311",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.103)",="(0.0997)",="(0.0438)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB5#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.0788",="0.195*",="-0.0789",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.103)",="(0.0962)",="(0.0412)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB6#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0938",="0.259**",="-0.0683",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.104)",="(0.0999)",="(0.0439)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB7#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.165",="-0.0176",="0.0261",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.104)",="(0.103)",="(0.0456)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB8#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.0441",="-0.476***",="0.0406",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.109)",="(0.0965)",="(0.0456)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB9#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.129",="-0.186",="0.0372",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.106)",="(0.103)",="(0.0455)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB10#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.108",="0.0794",="-0.0464",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.102)",="(0.104)",="(0.0437)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB11#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.0773",="0.0519",="0.000178",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.101)",="(0.0959)",="(0.0409)",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB12#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.0121",="-0.215*",="0.0107",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.102)",="(0.0979)",="(0.0423)",="",="",="",="",="",="",="",="",=""

="c.zMETAB13#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.0353",="-0.0877",="-0.0368",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.103)",="(0.100)",="(0.0437)",="",="",="",="",="",=""

="c.zMETAB14#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.0486",="-0.0822",="-0.0177",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.104)",="(0.101)",="(0.0440)",="",="",=""

="c.zMETAB15#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0781",="-0.123",="0.0163"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.105)",="(0.102)",="(0.0447)"

="_cons",="-44.36***",="-68.91***",="-50.22***",="-44.32***",="-68.87***",="-50.18***",="-44.48***",="-68.95***",="-50.22***",="-44.43***",="-68.95***",="-50.33***",="-44.48***",="-68.97***",="-50.15***",="-44.42***",="-68.89***",="-50.25***",="-44.37***",="-69.12***",="-50.64***",="-44.40***",="-68.92***",="-50.24***",="-44.38***",="-68.92***",="-50.22***",="-44.39***",="-68.91***",="-50.23***",="-44.41***",="-68.90***",="-50.24***",="-44.40***",="-68.92***",="-50.24***",="-44.38***",="-68.90***",="-50.23***",="-44.42***",="-68.92***",="-50.24***",="-44.41***",="-68.87***",="-50.31***",="-44.96***",="-68.72***",="-50.63***",="-44.88***",="-68.79***",="-50.59***",="-45.10***",="-68.93***",="-50.63***",="-45.02***",="-68.79***",="-50.77***",="-45.04***",="-68.78***",="-50.54***",="-45.02***",="-68.80***",="-50.67***",="-44.98***",="-68.98***",="-51.10***",="-44.99***",="-68.89***",="-50.67***",="-44.96***",="-68.75***",="-50.65***",="-44.99***",="-68.74***",="-50.66***",="-45.00***",="-68.74***",="-50.67***",="-44.99***",="-68.79***",="-50.67***",="-44.97***",="-68.74***",="-50.67***",="-44.99***",="-68.75***",="-50.67***",="-44.96***",="-68.69***",="-50.73***"
="",="(1.923)",="(2.152)",="(0.976)",="(1.923)",="(2.151)",="(0.975)",="(1.922)",="(2.151)",="(0.975)",="(1.922)",="(2.151)",="(0.976)",="(1.924)",="(2.152)",="(0.976)",="(1.922)",="(2.150)",="(0.975)",="(1.926)",="(2.155)",="(0.978)",="(1.922)",="(2.151)",="(0.975)",="(1.922)",="(2.151)",="(0.975)",="(1.922)",="(2.150)",="(0.975)",="(1.922)",="(2.150)",="(0.975)",="(1.922)",="(2.151)",="(0.975)",="(1.923)",="(2.151)",="(0.976)",="(1.923)",="(2.151)",="(0.975)",="(1.921)",="(2.150)",="(0.976)",="(1.921)",="(2.149)",="(0.975)",="(1.921)",="(2.150)",="(0.974)",="(1.920)",="(2.150)",="(0.974)",="(1.920)",="(2.148)",="(0.974)",="(1.921)",="(2.148)",="(0.975)",="(1.920)",="(2.148)",="(0.974)",="(1.923)",="(2.153)",="(0.977)",="(1.920)",="(2.149)",="(0.974)",="(1.920)",="(2.148)",="(0.974)",="(1.920)",="(2.147)",="(0.974)",="(1.919)",="(2.148)",="(0.974)",="(1.920)",="(2.149)",="(0.974)",="(1.921)",="(2.148)",="(0.975)",="(1.920)",="(2.148)",="(0.974)",="(1.918)",="(2.147)",="(0.975)"

="/",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="ln_p",="2.260***",="2.676***",="2.494***",="2.259***",="2.674***",="2.491***",="2.259***",="2.674***",="2.491***",="2.258***",="2.674***",="2.492***",="2.259***",="2.674***",="2.493***",="2.259***",="2.674***",="2.491***",="2.258***",="2.675***",="2.493***",="2.259***",="2.674***",="2.491***",="2.259***",="2.675***",="2.491***",="2.259***",="2.673***",="2.491***",="2.259***",="2.674***",="2.491***",="2.260***",="2.675***",="2.492***",="2.260***",="2.674***",="2.492***",="2.259***",="2.674***",="2.490***",="2.258***",="2.673***",="2.492***",="2.256***",="2.673***",="2.490***",="2.256***",="2.671***",="2.488***",="2.255***",="2.671***",="2.487***",="2.255***",="2.671***",="2.488***",="2.255***",="2.670***",="2.489***",="2.256***",="2.671***",="2.488***",="2.255***",="2.672***",="2.489***",="2.256***",="2.671***",="2.487***",="2.256***",="2.671***",="2.488***",="2.256***",="2.670***",="2.488***",="2.255***",="2.671***",="2.487***",="2.256***",="2.671***",="2.488***",="2.256***",="2.671***",="2.489***",="2.255***",="2.671***",="2.487***",="2.254***",="2.670***",="2.488***"
="",="(0.0499)",="(0.0382)",="(0.0210)",="(0.0499)",="(0.0382)",="(0.0210)",="(0.0499)",="(0.0383)",="(0.0210)",="(0.0499)",="(0.0382)",="(0.0210)",="(0.0499)",="(0.0383)",="(0.0210)",="(0.0499)",="(0.0383)",="(0.0210)",="(0.0499)",="(0.0382)",="(0.0210)",="(0.0499)",="(0.0382)",="(0.0210)",="(0.0499)",="(0.0382)",="(0.0210)",="(0.0499)",="(0.0383)",="(0.0210)",="(0.0499)",="(0.0383)",="(0.0210)",="(0.0499)",="(0.0382)",="(0.0210)",="(0.0499)",="(0.0383)",="(0.0210)",="(0.0499)",="(0.0383)",="(0.0210)",="(0.0499)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)"

="N",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625",="19625"
="adj. R-sq",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
